Article Title,Article Description,Article Author,Article Link,Article Image
SURVEY: CONSUMER SENTIMENT INCHES UPWARD BUT STILL BELOW PRE-PANDEMIC HEIGHTS,"The Fannie Mae Home Purchase Sentiment Index (HPSI) increased 3.7 points in December to 61 but remains down 13.2 points year over year. While the HPSI remains only slightly above its all-time low set in October, three of the six index components improved month over month. Those components were associated with home buying conditions, mortgage rate outlook, and job security.",Leah Draffen,https://www.builderonline.com/data-analysis/survey-consumer-sentiment-inches-upward-but-still-below-pre-pandemic-heights_o,https://cdnassets.hw.net/dims4/GG/08623f8/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6b%2Fa2%2Fec5f599d4a16b8368bc96b18a113%2Ffamily-looking-at-house-adobestock-275084152.jpeg
TEXAS AND FLORIDA AGAIN TOP U-HAUL GROWTH INDEX,"Texas and Florida remained the preferred destinations of one-way U-Haul truck customers during 2022, ranking as the top growth states on the annual U-Haul Growth Index for the second consecutive year. Overall, the transactional data from U-Haul confirms that migration to the Southeast and Southwest—trends that were amplified and accelerated during the pandemic—continued through 2022. However, DIY moves slowed slightly in most states from record-breaking 2021 levels, according to U-Haul.",Vincent Salandro,https://www.builderonline.com/data-analysis/texas-and-florida-again-top-u-haul-growth-index_o,https://cdnassets.hw.net/dims4/GG/1af6e26/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fcd%2F34%2Fd06b4dc4438194c8404e64c5f844%2Fadobestock-127451807.jpeg
NONFARM PAYROLL EMPLOYMENT GROWTH DECELERATES FOR FIFTH CONSECUTIVE MONTH IN DECEMBER,"Total nonfarm payroll employment increased by 223,000 in December, following job growth greater than 250,000 in October and November, according to the latest jobs report from the Bureau of Labor Statistics (BLS). Notable job gains occurred in leisure and hospitality (+67,000), health care (+55,000), construction (+28,000), and social assistance (+20,000). According to Mark Palim, deputy chief economist at Fannie Mae, December marked the fifth consecutive month of deceleration for employment growth.",Vincent Salandro,https://www.builderonline.com/data-analysis/nonfarm-payroll-employment-growth-decelerates-for-fifth-consecutive-month-in-december_o,https://cdnassets.hw.net/dims4/GG/78a98f1/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F69%2F27%2F070476da4db58b5b63d728c2a026%2Fadobestock-294726409.jpeg
REPORT: HOUSING MARKET TO MOVE IN DIRECTION OF BUYERS AFTER SPRING 2023,"The housing market will continue to move in the direction of buyers following the spring home buying season, according to the Knock Buyer-Seller Market Index 2023 forecast.",Vincent Salandro,https://www.builderonline.com/data-analysis/report-housing-market-to-move-in-direction-of-buyers-after-spring-2023_o,https://cdnassets.hw.net/dims4/GG/c12fea8/2147483647/crop/1784x1189%2B0%2B0/resize/300x300%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8d%2F1a%2Fd3ffa49040dabfcb21097f6b2b6b%2Fadobestock-84490716.jpeg
FORECAST: THE 10 MOST INTERESTING MARKETS TO WATCH IN 2023,"2023 is expected to be a complicated year for the housing market. Headwinds like low consumer confidence levels, a potential recession, and expensive housing costs will be working against some of the tailwinds such as a large backlog of potential home buyers trying to make sense of the market.",Ali Wolf,https://www.builderonline.com/data-analysis/forecast-the-10-most-interesting-markets-to-watch-in-2023_o,https://cdnassets.hw.net/dims4/GG/7a71b5b/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F32%2F3f%2F4a3de8b64b9b97d2b13a145d1fa1%2Fadobestock-450294897.jpeg
NAHB: CONSTRUCTION JOB OPENINGS HAVE LIKELY PEAKED,"The count of open, unfilled jobs for the overall economy declined marginally in November on a month-over-month and year-over-year basis, a sign the labor market is slowing in response to tighter monetary policy, according to an analysis by the NAHB. Within the construction sector, the count for job openings also decreased in November on a month-over-month basis.",No Author name,https://www.builderonline.com/data-analysis/nahb-construction-job-openings-have-likely-peaked_c,None
'ZOOMTOWNS' COULD HELP LOWER HOME PRICES AND RENTS,"The ability for remote workers to move away from offices during the pandemic expedited a white-hot housing market. However, a new analysis by the Economic Innovation Group cites that the remote workers who flocked to the Sun Belt and Southern areas may may also eventually help prices and rents, as these locations are ideal for cheaper housing and construction.",No Author name,https://www.builderonline.com/data-analysis/zoomtowns-could-help-lower-home-prices-and-rents_c,None
STUDY: VERMONT RANKS NO. 1 IN INBOUND MIGRATION FOR 2022,"Driven by career changes, retirement, and a desire to be closer to family, Americans continued to move to lower-density areas in 2022, according to United Van Lines’ 46th annual National Movers Study. For the second year in a row, state-to-state migration patterns reveal that Vermont saw the highest percentage of inbound migration at 77%.",Leah Draffen,https://www.builderonline.com/data-analysis/study-vermont-ranks-no-1-in-inbound-migration-for-2022_o,https://cdnassets.hw.net/dims4/GG/ae9e5fc/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F29%2Fe7%2Ff3fface04bd593aa96a365501f39%2Fadobestock-163124302.jpeg
PRIVATE RESIDENTIAL CONSTRUCTION AND SINGLE-FAMILY SPENDING FALL FOR SIXTH STRAIGHT MONTH IN NOVEMBER,"Private residential construction spending decreased by 0.5% in November and spending on single-family construction fell 2.9%, according to analysis of government data by the NAHB. Overall private residential construction spending fell for the sixth consecutive month, largely due to the lower spending on single-family construction, which has also decreased for six straight months.",No Author name,https://www.builderonline.com/data-analysis/private-residential-construction-and-single-family-spending-fall-for-sixth-straight-month-in-november_c,None
NINE PERCENT OF NEW HOMES IN 2021 WERE TEARDOWNS,"Less than 10% of new single-family homes were built in an older neighborhood on a site where a previous structure had to be torn down and rebuilt in 2021, according to the Builder Practices Survey (BPS) conducted by the Home Innovation Research Labs. Approximately 18.5% of homes were built on an infill lot in an older neighborhood, according to the BPS.",No Author name,https://www.builderonline.com/data-analysis/nine-percent-of-new-homes-in-2021-were-teardowns_c,None
PENDING HOME SALES RECORD SECOND-LOWEST MONTHLY READING IN 20 YEARS IN NOVEMBER,"Pending home sales fell for the sixth consecutive month in November, according to the National Association of Realtors (NAR). The Pending Home Sales Index (PHSI), a forward-looking indicator of home sales based on contract signings, fell 4% to a reading of 73.9 in November.",Vincent Salandro,https://www.builderonline.com/data-analysis/pending-home-sales-record-second-lowest-monthly-reading-in-20-years-in-november_o,https://cdnassets.hw.net/dims4/GG/04451d0/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0e%2F61%2Fc244a4da487fb09d2eedcb21c37c%2Fadobestock-267512420.jpeg
U.S. HOME-PRICE GAINS CONTINUE TO DECLINE IN OCTOBER,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index, which covers all nine U.S. Census divisions, posted a 9.2% annual gain in October, down from 10.7% in the previous month.",Symone Strong,https://www.builderonline.com/data-analysis/u-s-home-price-gains-continue-to-decline-in-october_o,https://cdnassets.hw.net/dims4/GG/70b18f2/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fb7%2Fb3%2F325e125842db98f2af99a27358d3%2Ffalling-prices-stock.png
NEW-HOME SALES INCREASE AGAIN IN NOVEMBER,"Sales of new single‐family houses in November were at a seasonally adjusted annual rate of 640,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development. This is 5.8% above the revised October rate of 605,000, exceeding expectations. However, sales were 15.3% below the November 2021 estimate of 756,000.",BUILDER Staff,https://www.builderonline.com/data-analysis/new-home-sales-increase-again-in-november_o,https://cdnassets.hw.net/dims4/GG/bcef2cb/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fb0%2Fab%2Fbe48f3f1432bb84dc972eecba7e0%2Fadobestock-43096.jpeg
EXISTING-HOME SALES DECLINE FOR 10TH CONSECUTIVE MONTH IN NOVEMBER,,Symone Strong,https://www.builderonline.com/data-analysis/existing-home-sales-decline-for-10th-consecutive-month-in-november_o,https://cdnassets.hw.net/dims4/GG/bf091f2/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0b%2Ffa%2F2cc0dd6a4205bd00d41ea206d6c9%2Fadobestock-264343706.jpeg
SINGLE-FAMILY PERMITS CONTINUED TO TREND DOWNWARD IN OCTOBER,"The total number of single-family permits issued year to date through October represented an 8.7% decrease from the same period in 2021, according to an analysis by the NAHB. Single-family permits recorded the strongest declines in the Midwest and West (both down 11.6% year over year), with the most modest declines occurring in the South (down 6.8% year over year). Houston-The Woodlands-Sugar Land, Texas; Dallas-Fort Worth-Arlington, Texas; Phoenix-Mesa-Scottsdale, Arizona; Atlanta-Sandy Springs-Roswell, Georgia; and Austin-Round Rock, Texas, issued the highest number of single-family permits year to date in 2022.",No Author name,https://www.builderonline.com/data-analysis/single-family-permits-continued-to-trend-downward-in-october_c,None
NEW-HOME MARKET REMAINS CHOPPY WITH SALES DOWN 35.9% YOY,"According to Zonda’s latest New Home Market Update, the choppiness in the new-home market remains as seasonal distractions, low consumer confidence, and high housing costs slow demand.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-market-remains-choppy-with-sales-down-35-9-yoy_o,https://cdnassets.hw.net/dims4/GG/66bc266/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F16%2F8d%2F632259ae44539afd08756055a0c7%2Ff.png
HOUSING STARTS AND PERMITS FALL IN NOVEMBER,"Privately owned housing starts in November were at a seasonally adjusted annual rate of 1,427,000, which is 0.5% below the revised October estimate of 1,434,000 and 16.4% below the November 2021 rate of 1,706,000, according to the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/housing-starts-and-permits-fall-in-november_o,https://cdnassets.hw.net/dims4/GG/b1ec932/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F04%2F52%2Fd8ad98664b3bb26eda4328568449%2Fnew-construction-interior-framing.jpg
MAJORITY OF U.S. COUNTIES WILL START 2023 WITH HIGHER FHFA AND FHA LOAN LIMITS,,Ali Wolf,https://www.builderonline.com/data-analysis/majority-of-u-s-counties-will-start-2023-with-higher-fhfa-and-fha-loan-limits_o,https://cdnassets.hw.net/dims4/GG/d57777c/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Ff7%2F74%2Ff607a6fe4d6e8490c38b7ee1ec13%2Fadobestock-511543997.jpeg
BUILDER CONFIDENCE POSTS TWO-POINT DECLINE IN DECEMBER,"High mortgage rates, elevated construction costs, and falling consumer demand due to deteriorating affordability conditions have dragged down builder sentiment every month in 2022. Builder confidence in the market for newly built single-family homes posted its 12th consecutive monthly decline in December, dropping two points from November to 31,",Vincent Salandro,https://www.builderonline.com/data-analysis/builder-confidence-posts-two-point-decline-in-december_o,https://cdnassets.hw.net/dims4/GG/e10cee5/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F33%2F28%2Ffa4df524476f852cb7d2b1848d5d%2Fadobestock-242334612-1.jpeg
RECORD LOW LEVELS OF VACANCY RATES REFLECT ‘UNPRECEDENTED’ HOUSING SHORTAGE,"U.S. vacancy rates hit their lowest readings in decades in 2021 for both owner and rental units, reflecting the “unprecedented housing shortage,” according to NAHB analysis of the 2021 American Community Survey. Homeowner and rental vacancy rates are one of several “key statistics” used to judge the health and direction of the housing market; low rates are typically interpreted as a sign of a tight housing market, with “abnormally low” rates signaling a greater housing shortage, according to the NAHB. According to the ACS, owner vacancy rates dropped below 0.9% and rental vacancy rates were 5.2%, both representing the lowest levels recorded since the survey started generating vacancy data in 2005.",No Author name,https://www.builderonline.com/data-analysis/record-low-levels-of-vacancy-rates-reflect-unprecedented-housing-shortage_c,None
TWO-THIRDS OF NEW SINGLE-FAMILY STARTS IN 2021 WERE IN COMMUNITY ASSOCIATIONS,"Approximately two-thirds of single-family homes started in 2021 were built within a community or homeowner’s association, according to an NAHB analysis of the Census Bureau’s Survey of Construction (SOC). Since the redesign of the SOC in 2009, the 65.5% of new homes built in community associations is the second-highest share.",No Author name,https://www.builderonline.com/data-analysis/two-thirds-of-new-single-family-starts-in-2021-were-in-community-associations_c,None
AIA: BILLINGS SLOW AGAIN IN NOVEMBER,"The American Institute of Architects monthly Architecture Billings Index came in at 46.6 in November, a 1.1-point decline from October's score of 47.7. The ABI is a leading economic indicator of construction activity in the U.S. and reflects a nine- to 12-month lead time between architecture billings and construction spending nationally, regionally, and by project type. A score above 50 represents an increase in billings from the previous month, while a score below 50 represents a contraction.",ARCHITECT Staff,https://www.builderonline.com/data-analysis/aia-billings-slow-again-in-november_s,None
WHAT'S DRIVING THE BEHAVIORS OF HOME BUYERS AND SELLERS?,,Ali Wolf,https://www.builderonline.com/data-analysis/whats-driving-the-behaviors-of-home-buyers-and-sellers_o,https://cdnassets.hw.net/dims4/GG/4a0e307/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F05%2Fa8%2F2b1da9104c1cb273f73215391312%2Fadobestock-1247716.jpeg
